return_id,order_id,return_date,return_reason,refund_amount
R000526,O033203,2026-11-30,Changed Mind,4456.68
R000527,O049489,2025-02-23,Quality Issue,18825.87
R000528,O003431,2025-01-22,Late Delivery,23457.7
R000529,O035380,2025-09-02,Late Delivery,6128.64
R000530,O027556,2025-04-23,Wrong Item,11024.02
R000531,O044980,2026-08-19,Changed Mind,17055.81
R000532,O009346,2026-03-16,Quality Issue,13563.3
R000533,O039180,2025-01-09,Wrong Item,204.06
R000534,O033507,2025-11-04,Damaged,6181.46
R000535,O029645,2026-12-16,Quality Issue,9166.47
R000536,O019862,2025-09-16,Wrong Item,14208.9
R000537,O037052,2026-04-23,Late Delivery,21081.69
R000538,O021269,2025-04-15,Changed Mind,4866.02
R000539,O021166,2026-02-27,Wrong Item,3015.93
R000540,O028173,2025-12-05,Damaged,9003.71
R000541,O045139,2026-04-18,Quality Issue,22195.76
R000542,O042182,2026-07-02,Quality Issue,1782.38
R000543,O011146,2026-04-21,Changed Mind,21478.2
R000544,O041864,2026-11-25,Quality Issue,11338.65
R000545,O043444,2026-11-24,Changed Mind,21087.09
R000546,O026024,2026-11-04,Damaged,6911.74
R000547,O006933,2026-04-20,Wrong Item,1988.17
R000548,O001616,2025-08-10,Wrong Item,3140.72
R000549,O048215,2026-10-26,Wrong Item,11890.83
R000550,O038134,2025-09-02,Late Delivery,4203.01
R000551,O044847,2026-06-29,Changed Mind,19904.8
R000552,O021909,2026-10-22,Late Delivery,7087.49
R000553,O034689,2025-06-03,Changed Mind,11735.92
R000554,O047377,2025-01-25,Quality Issue,21947.32
R000555,O020138,2025-09-19,Late Delivery,9997.58
R000556,O013876,2026-06-20,Quality Issue,8148.34
R000557,O010098,2026-06-24,Wrong Item,22912.65
R000558,O010487,2026-02-01,Changed Mind,16979.44
R000559,O022092,2026-12-03,Wrong Item,9671.69
R000560,O049245,2026-04-09,Quality Issue,16315.59
R000561,O034005,2025-12-04,Quality Issue,8823.99
R000562,O020682,2025-04-21,Damaged,3758.93
R000563,O046323,2025-10-17,Quality Issue,17807.31
R000564,O046723,2026-03-12,Damaged,16036.26
R000565,O048325,2025-02-18,Quality Issue,14613.54
R000566,O012720,2026-11-09,Quality Issue,24783.65
R000567,O032945,2025-09-19,Changed Mind,5011.61
R000568,O015494,2025-04-21,Late Delivery,22746.56
R000569,O018048,2025-10-09,Damaged,21144.27
R000570,O011610,2025-06-21,Damaged,461.86
R000571,O006634,2026-04-12,Wrong Item,17059.76
R000572,O043201,2026-05-30,Quality Issue,12795.86
R000573,O006636,2025-04-01,Late Delivery,8754.19
R000574,O999999573,2025-08-10,,17057.52
R000575,O023423,2025-11-18,Damaged,6824.19
R000576,O007608,2025-11-07,Damaged,19825.34
R000577,O034053,2026-01-13,Wrong Item,24652.22
R000578,O041917,2025-08-16,Quality Issue,23390.61
R000579,O020486,2026-07-24,Changed Mind,16915.96
R000580,O002931,2026-08-29,Changed Mind,6469.67
R000581,O021766,2025-12-17,Changed Mind,16638.82
R000582,O018903,2026-02-20,Damaged,22505.34
R000583,O021378,2025-12-12,Quality Issue,14659.44
R000584,O000155,2026-09-25,Changed Mind,703.08
R000585,O008581,2026-11-01,Changed Mind,11402.27
R000586,O030620,2026-10-15,Late Delivery,6511.7
R000587,O045312,2025-05-15,Late Delivery,12820.97
R000588,O032140,2026-08-21,Damaged,20365.62
R000589,O011175,2025-03-13,Damaged,20124.92
R000590,O002378,2026-07-09,Late Delivery,12374.82
R000591,O045453,2025-07-19,Late Delivery,23737.27
R000592,O026073,2026-03-09,Quality Issue,5019.14
R000593,O035533,2026-08-02,Damaged,14228.07
R000594,O038252,2026-03-11,Quality Issue,24551.43
R000595,O045540,2025-06-25,Quality Issue,2533.8
R000596,O003725,2026-05-17,Changed Mind,21920.18
R000597,O023601,2026-06-06,Late Delivery,6259.28
R000598,O021956,2025-01-26,Late Delivery,675.23
R000599,O013214,2026-04-21,Late Delivery,10511.53
R000600,O032394,2026-01-09,Late Delivery,14541.86
R000601,O033305,2025-08-16,Damaged,22356.98
R000602,O000292,2025-12-31,Wrong Item,23186.94
R000603,O048822,2025-03-15,Changed Mind,18776.12
R000604,O044056,2025-06-19,Changed Mind,21922.41
R000605,O043201,2025-02-14,Late Delivery,21733.95
R000606,O009770,2025-07-17,Changed Mind,24886.36
R000607,O038157,2026-03-03,Wrong Item,8273.0
R000608,O002165,2025-06-24,Wrong Item,24449.78
R000609,O024983,2026-10-18,Damaged,13945.55
R000610,O024253,2026-06-22,Quality Issue,17216.03
R000611,O049625,2026-06-27,Quality Issue,9639.25
R000612,O026710,2026-12-04,Changed Mind,11892.12
R000613,O022385,2026-05-31,Late Delivery,23197.06
R000614,O041542,2025-08-31,Damaged,6102.09
R000615,O019160,2026-01-22,Quality Issue,4672.94
R000616,O019604,2026-03-26,Damaged,19348.49
R000617,O039232,2025-05-22,Late Delivery,10172.99
R000618,O008585,2026-10-10,Quality Issue,4837.6
R000619,O033370,2025-01-19,Late Delivery,3403.47
R000620,O041377,invalid-date,Damaged,5073.72
R000621,O024778,2025-03-07,Late Delivery,7408.68
R000622,O011163,2025-04-05,Wrong Item,9598.3
R000623,O035319,2026-12-07,Wrong Item,12280.51
R000624,O018350,2025-03-05,Quality Issue,14950.29
R000625,O013277,2025-12-07,Wrong Item,12216.69
R000626,O033739,2026-07-10,Damaged,11926.53
R000627,O014849,2026-10-01,Quality Issue,3628.83
R000628,O011129,2026-08-13,Late Delivery,4226.44
R000629,O005640,2025-02-11,Wrong Item,10565.05
R000630,O038255,2025-12-20,Quality Issue,429.89
R000631,O042552,2026-06-16,Quality Issue,12457.82
R000632,O047211,2025-03-26,Damaged,537.01
R000633,O049994,2026-11-26,Wrong Item,5009.1
R000634,O001262,2025-10-25,Changed Mind,12094.28
R000635,O034308,2025-04-08,Wrong Item,24630.47
R000636,O005283,2025-05-13,Damaged,21147.48
R000637,O004440,2026-12-29,Changed Mind,1142.35
R000638,O017926,2026-09-27,Late Delivery,24231.52
R000639,O026074,2025-05-26,Damaged,17835.94
R000640,O016375,2025-02-21,Damaged,6103.36
R000641,O040700,2026-08-28,Quality Issue,22900.99
R000642,O040708,2026-03-17,Quality Issue,14883.34
R000643,O018412,2026-03-09,Wrong Item,22890.01
R000644,O023899,2026-01-19,Quality Issue,5779.07
R000645,O026382,2026-10-26,Quality Issue,4399.6
R000646,O028291,2025-03-11,Damaged,23854.81
R000647,O999999646,2025-12-13,Changed Mind,5147.48
R000648,O031058,2026-04-08,Wrong Item,2895.15
R000649,O011057,2027-01-04,Quality Issue,21261.05
R000650,O047651,2026-11-27,Damaged,14953.59
R000651,O029983,2025-12-14,Changed Mind,17683.28
R000652,O000850,2025-10-09,Wrong Item,18078.08
R000653,O020730,2025-03-31,Quality Issue,3149.26
R000654,O049912,2026-03-05,Changed Mind,3876.18
R000655,O032486,2026-12-13,Late Delivery,14718.87
R000656,O040693,2025-10-02,Quality Issue,17310.69
R000657,O038298,2026-12-04,Quality Issue,8371.3
R000658,O041819,2026-09-21,Quality Issue,6789.38
R000659,O023804,2025-06-19,Damaged,9313.24
R000660,O044384,invalid-date,Changed Mind,6145.06
R000661,O049271,2026-06-23,Late Delivery,24218.65
R000662,O030575,2025-07-10,Quality Issue,21896.23
R000663,O049430,2026-01-28,Wrong Item,19632.93
R000664,O013939,2026-06-02,Damaged,24276.67
R000665,O034692,2026-11-28,Damaged,3257.48
R000666,O036428,2025-11-11,Late Delivery,23341.76
R000667,O014845,2025-04-12,Late Delivery,4242.83
R000668,O048847,2026-07-24,Late Delivery,20198.24
R000669,O999999668,2025-10-01,Quality Issue,22003.79
R000670,O042560,2026-09-28,Quality Issue,22183.64
R000671,O035554,2027-01-04,Quality Issue,3373.58
R000672,O029418,2025-11-12,Quality Issue,17396.26
R000673,O012281,2026-01-21,,2742.94
R000674,O041287,2025-02-22,Quality Issue,17018.18
R000675,O022804,2025-12-17,Damaged,15042.12
R000676,O003758,2025-04-02,Damaged,4821.15
R000677,O042580,2026-10-01,Changed Mind,2931.85
R000678,O040710,2025-02-12,Damaged,21967.13
R000679,O036108,2026-05-24,Changed Mind,2809.56
R000680,O008332,2026-05-20,Changed Mind,4950.96
R000681,O017233,2025-10-01,Wrong Item,566.91
R000682,O008787,2025-11-29,Late Delivery,5962.72
R000683,O035519,2026-03-03,Wrong Item,6372.01
R000684,O014730,2026-06-25,Late Delivery,7809.13
R000685,O048576,2026-05-04,Wrong Item,6951.37
R000686,O002053,2025-09-23,Late Delivery,17397.5
R000687,O024570,2025-01-05,Quality Issue,9406.11
R000688,O035302,2025-09-29,Damaged,10588.05
R000689,O019453,2026-10-10,Changed Mind,15556.65
R000690,O028927,2026-08-23,Changed Mind,3634.42
R000691,O006350,2025-07-16,Quality Issue,12046.7
R000692,O046139,2025-10-29,Quality Issue,1457.93
R000693,O029937,2025-09-09,Damaged,14417.46
R000694,O025985,2026-03-10,Wrong Item,23426.88
R000695,O036963,2025-12-07,Changed Mind,5056.85
R000696,O021571,2026-12-06,Damaged,22816.92
R000697,O049424,2025-04-29,Late Delivery,4057.18
R000698,O016639,2026-07-10,Wrong Item,16009.87
R000699,O025766,2026-08-09,Quality Issue,24704.38
R000700,O015231,2025-02-06,Late Delivery,9054.8
R000701,O036872,2026-04-15,Quality Issue,24265.68
R000702,O012133,2026-11-13,Late Delivery,3166.78
R000703,O038031,2026-07-05,Damaged,8216.43
R000704,O048841,2025-01-09,Quality Issue,15221.5
R000705,O007036,2025-02-14,Quality Issue,7235.95
R000706,O027815,2026-11-06,Late Delivery,6429.41
R000707,O045701,2025-06-27,Damaged,1473.49
R000708,O011661,2026-04-13,Damaged,13315.12
R000709,O000069,2026-02-04,Late Delivery,8173.91
R000710,O013031,2026-11-25,Damaged,8959.38
R000711,O023851,2026-08-22,Quality Issue,20976.91
R000712,O000944,2026-11-12,Late Delivery,17298.82
R000713,O000157,2026-08-17,Late Delivery,832.72
R000714,O036761,2026-02-13,Quality Issue,6750.42
R000715,O013170,2026-04-06,Damaged,17674.51
R000716,O025877,2026-03-13,Damaged,1850.88
R000717,O002738,2025-06-20,Wrong Item,9537.88
R000718,O016487,2026-04-12,Damaged,5226.78
R000719,O001823,2026-04-28,Late Delivery,8985.39
R000720,O022259,2026-11-27,Changed Mind,1795.79
R000721,O019906,2025-11-24,Late Delivery,21511.7
R000722,O015375,2026-06-25,Wrong Item,17132.6
R000723,O027055,2025-10-05,Wrong Item,16329.44
R000724,O010218,2026-05-11,Wrong Item,13960.82
R000725,O023245,2026-10-30,Damaged,4925.39
R000726,O029564,2025-03-09,Wrong Item,11472.58
R000727,O014999,2025-07-16,Wrong Item,11187.16
R000728,O040437,2026-01-07,Wrong Item,1111.17
R000729,O027291,2026-11-19,Quality Issue,10270.42
R000730,O009111,2025-08-20,Quality Issue,12930.18
R000731,O049374,2026-07-06,Changed Mind,23472.33
R000732,O022708,2025-08-18,Changed Mind,5922.88
R000733,O044554,2026-03-06,Wrong Item,19413.24
R000734,O017433,2026-01-04,Quality Issue,7202.17
R000735,O030255,2025-08-21,Wrong Item,8667.14
R000736,O045881,2025-06-27,Changed Mind,19560.67
R000737,O030657,2026-05-22,Quality Issue,9191.07
R000738,O007821,2026-04-19,Wrong Item,21461.98
R000739,O026039,2025-11-14,Changed Mind,20400.94
R000740,O003027,2025-11-20,Damaged,9267.78
R000741,O019623,2025-02-14,Late Delivery,17182.58
R000742,O028746,2025-08-05,Changed Mind,13740.67
R000743,O005375,2025-04-23,Wrong Item,15049.67
R000744,O008400,2026-07-10,Quality Issue,19876.05
R000745,O026610,2026-12-22,Late Delivery,5937.11
R000746,O004316,2025-10-06,Damaged,8991.52
R000747,O035884,2026-10-31,Late Delivery,22418.01
R000748,O042335,2025-09-05,Quality Issue,4857.2
R000749,O000518,2025-05-21,Wrong Item,20036.71
R000750,O044291,2026-06-23,Changed Mind,13969.6
R000751,O023985,2025-05-11,Damaged,20169.06
R000752,O022590,2025-03-18,Damaged,14827.76
R000753,O035007,2026-06-21,Changed Mind,1617.19
R000754,O007283,2025-10-08,Late Delivery,2195.49
R000755,O003979,2026-11-26,Quality Issue,10045.43
R000756,O030860,2026-10-31,Wrong Item,15949.75
R000757,O030606,2025-04-06,Wrong Item,6050.41
R000758,O006177,2026-11-01,Changed Mind,12102.13
R000759,O036647,2026-06-29,Quality Issue,15077.4
R000760,O008253,2025-07-10,Damaged,20298.72
R000761,O009646,2026-11-26,Quality Issue,5584.98
R000762,O016050,2026-05-15,Wrong Item,3686.88
R000763,O000841,2026-04-07,Quality Issue,22264.7
R000764,O020793,2025-05-30,Quality Issue,6242.41
R000765,O030379,invalid-date,Damaged,8014.82
R000766,O030491,2026-01-14,Wrong Item,2971.97
R000767,O009133,2026-09-27,Damaged,14116.04
R000768,O035012,2025-11-09,Changed Mind,12354.48
R000769,O004708,2026-02-23,Damaged,4758.0
R000770,O047887,2025-01-28,Late Delivery,12135.99
R000771,O006196,2026-04-18,Wrong Item,14789.88
R000772,O013144,2026-09-06,Changed Mind,4790.66
R000773,O021150,2025-12-21,Quality Issue,9588.02
R000774,O031154,2026-06-07,Quality Issue,23753.08
R000775,O035541,2025-02-10,Quality Issue,9338.06
R000776,O000078,2025-10-24,Quality Issue,23563.09
R000777,O047887,2026-08-06,Wrong Item,13317.82
R000778,O014988,2026-03-08,Wrong Item,3973.55
R000779,O017213,2026-04-26,Damaged,634.39
R000780,O001382,2025-03-01,Late Delivery,11179.37
R000781,O041452,2025-10-27,Changed Mind,23956.83
R000782,O047905,2025-08-26,Damaged,4344.27
R000783,O011670,2025-05-01,Wrong Item,23794.42
R000784,O020889,2026-04-21,Quality Issue,3080.18
R000785,O999999784,2026-10-07,Changed Mind,14834.93
R000786,O003942,2025-09-18,Damaged,12753.81
R000787,O030741,2025-01-30,Damaged,22335.62
R000788,O041075,2026-12-21,Changed Mind,23948.34
R000789,O012226,2026-08-26,Changed Mind,11760.31
R000790,O045543,2026-04-01,Quality Issue,18888.59
R000791,O025362,2025-01-14,Changed Mind,14865.9
R000792,O014511,2026-05-11,Changed Mind,15382.8
R000793,O008300,2025-05-06,Changed Mind,21315.2
R000794,O014022,2025-03-03,Changed Mind,18476.8
R000795,O044287,2027-01-02,Late Delivery,11566.42
R000796,O034168,2025-04-15,Damaged,21856.79
R000797,O015491,2025-02-24,Wrong Item,2222.3
R000798,O006370,2026-11-24,Changed Mind,19668.91
R000799,O039834,2025-07-11,Late Delivery,8656.41
R000800,O028599,2025-10-16,,24186.59
R000801,O004893,2025-09-21,Late Delivery,24911.36
R000802,O011375,2026-06-08,Late Delivery,22019.66
R000803,O020877,2025-05-05,Quality Issue,13963.31
R000804,O033745,2026-11-08,Late Delivery,9405.46
R000805,O008748,2026-06-29,Wrong Item,991.04
R000806,O041322,2026-09-28,Wrong Item,2060.63
R000807,O044538,2025-02-08,Quality Issue,23106.74
R000808,O042609,2026-11-11,Late Delivery,514.5
R000809,O029768,2025-08-14,Damaged,21742.16
R000810,O032438,2026-08-06,Late Delivery,-500.0
R000811,O007447,2026-12-29,Quality Issue,12799.42
R000812,O022127,2026-02-05,Quality Issue,11884.83
R000813,O036564,2026-01-10,Late Delivery,23366.94
R000814,O029034,2026-03-25,Wrong Item,6217.94
R000815,O004055,2025-10-22,Damaged,9566.41
R000816,O033251,2025-06-21,Quality Issue,9494.52
R000817,O007991,2026-10-24,Quality Issue,18951.78
R000818,O022417,2026-05-16,Wrong Item,22737.17
R000819,O017379,2026-09-12,Changed Mind,22508.42
R000820,O012246,2026-09-29,Quality Issue,24665.7
R000821,O044185,2026-10-03,Damaged,17723.26
R000822,O022281,2026-12-24,Changed Mind,5375.75
R000823,O024616,2025-08-30,Wrong Item,16569.15
R000824,O017257,2026-02-16,Wrong Item,14970.08
R000825,O044359,2026-10-19,Damaged,20012.85
R000826,O037857,2026-07-24,Damaged,10249.84
R000827,O021265,2025-10-03,Late Delivery,3258.45
R000828,O014648,2026-01-26,Wrong Item,16743.89
R000829,O021347,2025-02-06,Quality Issue,16854.22
R000830,O007042,2025-12-02,Changed Mind,6829.5
R000831,O037459,2025-04-09,Quality Issue,6612.85
R000832,O004896,2025-10-06,Wrong Item,19671.98
R000833,O042901,2025-02-28,Damaged,7478.15
R000834,O029690,2025-03-20,Changed Mind,1184.54
R000835,O044766,2026-08-24,Damaged,10786.46
R000836,O034400,2026-03-10,Changed Mind,7784.91
R000837,O014763,2026-08-05,Changed Mind,8173.71
R000838,O024907,2025-04-06,Quality Issue,2356.36
R000839,O046931,2026-07-14,Quality Issue,7634.63
R000840,O026664,2026-06-14,Quality Issue,19719.25
R000841,O025076,2025-05-06,Damaged,7289.02
R000842,O015644,2025-05-02,Changed Mind,16564.34
R000843,O022599,2026-08-30,Changed Mind,254.78
R000844,O021619,2025-06-23,Late Delivery,23019.03
R000845,O046610,2026-11-20,Quality Issue,5771.56
R000846,O018928,2026-11-14,Quality Issue,444.2
R000847,O034861,2025-06-05,Late Delivery,11554.86
R000848,O036783,2026-06-10,Quality Issue,21552.07
R000849,O046050,2026-03-04,Late Delivery,16276.3
R000850,O018194,2025-12-09,Quality Issue,20517.96
R000851,O020939,2025-08-11,Wrong Item,19453.59
R000852,O015372,2026-08-19,Wrong Item,15364.43
R000853,O011391,2026-08-23,Wrong Item,12662.73
R000854,O004581,2026-02-16,Changed Mind,17844.61
R000855,O004368,2026-04-16,Late Delivery,13540.04
R000856,O007610,2025-07-04,Damaged,19672.24
R000857,O001972,2026-01-12,Late Delivery,19573.35
R000858,O035496,2027-01-01,Quality Issue,20081.81
R000859,O022772,2026-07-12,Quality Issue,15083.41
R000860,O044076,2026-02-27,Damaged,23986.56
R000861,O040060,2025-02-12,Late Delivery,8941.9
R000862,O030355,2025-07-07,Quality Issue,9398.44
R000863,O043890,2026-07-08,Wrong Item,20440.3
R000864,O027621,2025-04-12,Changed Mind,5256.05
R000865,O027266,2025-10-29,Wrong Item,2094.72
R000866,O035524,2026-09-26,Quality Issue,14173.6
R000867,O018074,2025-06-17,Damaged,16916.06
R000868,O010961,2025-05-12,Quality Issue,181.7
R000869,O019344,2026-12-03,Quality Issue,4284.58
R000870,O003492,2025-04-06,Damaged,20176.18
R000871,O001056,2025-08-04,Late Delivery,8592.27
R000872,O020098,2026-08-19,Changed Mind,12894.87
R000873,O026799,2025-03-26,Changed Mind,6439.62
R000874,O009006,2025-02-09,Late Delivery,11439.16
R000875,O044566,2025-11-20,Changed Mind,21514.97
R000876,O011838,2026-03-29,Wrong Item,-500.0
R000877,O005640,2025-03-09,Damaged,22672.99
R000878,O035290,2025-11-30,Changed Mind,23639.26
R000879,O010945,2026-02-07,Quality Issue,9411.09
R000880,O027928,2026-09-02,Changed Mind,9540.96
R000881,O032524,2025-10-25,Damaged,3269.06
R000882,O024741,2025-04-03,Damaged,19041.51
R000883,O004508,2025-11-25,Changed Mind,15134.73
R000884,O046325,2026-01-20,,1200.66
R000885,O025621,2026-07-12,Quality Issue,20426.07
R000886,O000957,2025-12-18,Late Delivery,14354.59
R000887,O003844,2026-07-22,Damaged,13125.43
R000888,O015597,2025-09-11,Wrong Item,15491.9
R000889,O027723,2026-09-25,Quality Issue,24800.13
R000890,O033181,2026-03-20,Late Delivery,14486.03
R000891,O002810,2026-10-28,Damaged,16566.03
R000892,O042752,2026-07-14,Changed Mind,16440.4
R000893,O030205,2026-10-23,Changed Mind,4810.7
R000894,O049655,2026-10-07,Damaged,-500.0
R000895,O032137,2025-03-12,Wrong Item,12764.38
R000896,O007610,2025-02-03,Late Delivery,14019.88
R000897,O036889,2025-10-13,Quality Issue,17824.41
R000898,O012001,2025-12-16,Quality Issue,24685.15
R000899,O026331,2026-10-15,Changed Mind,20342.76
R000900,O004351,2025-02-27,Quality Issue,21054.15
R000901,O009412,2025-10-13,Quality Issue,22438.54
R000902,O011298,2025-03-27,Changed Mind,4424.16
R000903,O039496,2025-10-30,Wrong Item,24101.9
R000904,O036358,2026-12-25,Changed Mind,5002.68
R000905,O048807,2026-02-11,Quality Issue,1368.24
R000906,O044136,2025-05-03,Late Delivery,14239.57
R000907,O017076,2025-03-02,Wrong Item,12812.29
R000908,O003066,2026-01-22,Wrong Item,21796.47
R000909,O014986,2026-01-13,Late Delivery,19001.0
R000910,O030880,2026-11-15,Quality Issue,22105.69
R000911,O030197,2026-09-25,Late Delivery,8112.75
R000912,O012034,2025-07-04,Quality Issue,5444.82
R000913,O041624,2025-03-17,Changed Mind,24297.28
R000914,O032851,2026-04-20,Wrong Item,16153.2
R000915,O048032,2026-11-24,Changed Mind,14496.73
R000916,O045039,2026-11-17,Changed Mind,16720.08
R000917,O015741,2025-12-19,Damaged,17190.85
R000918,O041313,2025-08-30,Quality Issue,22352.83
R000919,O008150,2026-11-22,Damaged,1001.34
R000920,O010982,2026-02-27,Quality Issue,10172.82
R000921,O005056,2026-11-17,Late Delivery,17366.12
R000922,O001900,2026-01-21,Wrong Item,8493.01
R000923,O028972,2025-08-25,Changed Mind,18940.62
R000924,O024180,2026-03-18,Damaged,19689.4
R000925,O032900,2026-12-19,Damaged,12877.79
R000926,O041194,2025-11-09,Damaged,18293.27
R000927,O021847,2026-01-24,Late Delivery,10545.72
R000928,O034640,2025-12-11,Quality Issue,21983.52
R000929,O025604,2026-03-13,Late Delivery,222.64
R000930,O037631,2026-07-25,Late Delivery,12112.68
R000931,O000617,2025-11-15,Late Delivery,17368.62
R000932,O030943,2026-08-22,Wrong Item,6401.77
R000933,O018055,2026-05-31,Late Delivery,3102.23
R000934,O048164,2026-02-08,Wrong Item,18017.99
R000935,O025150,2025-10-10,Wrong Item,1336.15
R000936,O049182,2025-01-28,Quality Issue,1228.61
R000937,O030127,2027-01-03,Late Delivery,19931.19
R000938,O027532,2026-09-16,Wrong Item,2847.19
R000939,O024551,2026-06-06,Late Delivery,11914.79
R000940,O028453,2026-04-21,Late Delivery,23633.36
R000941,O027952,2026-05-05,Wrong Item,11722.58
R000942,O015410,2025-02-20,Damaged,16336.87
R000943,O022681,2026-12-17,Late Delivery,9150.58
R000944,O000749,2026-04-19,Changed Mind,12647.97
R000945,O023222,2025-09-28,Late Delivery,16986.45
R000946,O017576,2025-04-07,Wrong Item,9284.48
R000947,O049036,2026-04-18,Changed Mind,12606.36
R000948,O012402,2025-09-11,Wrong Item,6700.9
